"","address","frequency","lon","lat","result"
"2789","Saukville, Wisconsin",1,-87.9406453,43.3816691,"151 E Dekora St, Saukville, WI 53080, USA"
"2790","Sav",1,-81.2018521,32.1294267,"Savannah/Hilton Head International Airport (SAV), 400 Airways Ave, Savannah, GA 31408, USA"
"2791","Savage, MD",1,-76.8217374,39.1378733,"8880 Baltimore St, Savage, MD 20763, USA"
"2792","Savannah Ga",1,-81.091203,32.0808989,"2 Bull St, Savannah, GA 31401, USA"
"2793","Savannah, GA",12,-81.091203,32.0808989,"2 Bull St, Savannah, GA 31401, USA"
"2794","sby",1,112.7520883,-7.2574719,"Kanginan I No.18, RT.001/RW.01, Ketabang, Genteng, Kota SBY, Jawa Timur 60272, Indonesia"
"2795","Sc, USA",1,-81.1637245,33.836081,"4134 Fish Hatchery Rd, Gaston, SC 29053, USA"
"2796","Scandinavia",2,12.3401709,62.2786475,"840 94 Tännäs, Sweden"
"2797","Scarborough, ME ",1,-70.3344921,43.5901974,"1-15 Gorham Rd, Scarborough, ME 04074, USA"
"2798","Scenic Maine",2,-70.2529192,43.6561122,"4 Moulton St, Portland, ME 04101, USA"
"2799","Schaumburg, IL",1,-88.0834059,42.0333607,"314 N Pleasant Dr, Schaumburg, IL 60194, USA"
"2800","Schenectady, NY",3,-73.9395687,42.8142432,"105 Jay St, Schenectady, NY 12305, USA"
"2801","Scotch Plains, NJ",1,-74.369018,40.6400404,"2069 Meadowview Rd, Scotch Plains, NJ 07076, USA"
"2802","scotland",2,-4.2026458,56.4906712,"Unnamed Road, Killin FK21, UK"
"2803","Scotland",11,-4.2026458,56.4906712,"Unnamed Road, Killin FK21, UK"
"2804","Scotland ",1,-4.2026458,56.4906712,"Unnamed Road, Killin FK21, UK"
"2805","Scotland.",1,-4.2026458,56.4906712,"Unnamed Road, Killin FK21, UK"
"2806","Scott Depot, WV",1,-81.9175839,38.4415766,"638 Hamon Dr, Scott Depot, WV 25560, USA"
"2807","Scott, AR",1,-92.0962552,34.6964808,"4815 AR-161, Scott, AR 72142, USA"
"2808","Scottsdale, AZ",2,-111.9260519,33.4941704,"4017 N Scottsdale Rd, Scottsdale, AZ 85251, USA"
"2809","Scranton, PA",3,-75.6624122,41.408969,"501 Linden St, Scranton, PA 18503, USA"
"2810","Screwston tx",3,-95.3654541,29.7559566,"1101 Main St, Houston, TX 77002, USA"
"2811","SE DC",1,-77.0368707,38.9071923,"1301 Bataan St NW, Washington, DC 20036, USA"
"2812","SE Idaho",1,-114.7420408,44.0682019,"Stanley, ID 83278, USA"
"2813","Seacoast NH",1,-70.760349,43.0751946,"43 Middle Street, Portsmouth, NH 03801, USA"
"2814","Seaford, DE",1,-75.6110381,38.6412256,"103 S Pine St, Seaford, DE 19973, USA"
"2815","Seaham, Co Durham",1,-1.337517,54.840346,"10 Northdene Ave, Seaham SR7 7BH, UK"
"2816","Seal Beach, California, USA",1,-118.1047682,33.7414085,"148 Main St, Seal Beach, CA 90740, USA"
"2817","Seattle",15,-122.3320708,47.6062095,"Fourth and Madison Building, 909 5th Ave, Seattle, WA 98164, USA"
"2818","Seattle Wa",1,-122.3320708,47.6062095,"Fourth and Madison Building, 909 5th Ave, Seattle, WA 98164, USA"
"2819","Seattle, WA",43,-122.3320708,47.6062095,"Fourth and Madison Building, 909 5th Ave, Seattle, WA 98164, USA"
"2820","Seattle, Washington",1,-122.3320708,47.6062095,"Fourth and Madison Building, 909 5th Ave, Seattle, WA 98164, USA"
"2821","Seattle,WA",1,-122.3320708,47.6062095,"Fourth and Madison Building, 909 5th Ave, Seattle, WA 98164, USA"
"2822","Seattle/Raleigh",1,-122.3122932,47.7160142,"12000 15th Ave NE, Seattle, WA 98125, USA"
"2823","Secaucus, NJ",1,-74.0565298,40.7895453,"1254 Paterson Plank Rd, Secaucus, NJ 07094, USA"
"2824","Sedalia, MO",1,-93.2282613,38.7044609,"713 S Ohio Ave, Sedalia, MO 65301, USA"
"2825","Seguin, TX",1,-97.9647269,29.5688411,"100 S Austin St, Seguin, TX 78155, USA"
"2826","Selden, NY",1,-73.0356625,40.8664873,"6 Dare Rd, Selden, NY 11784, USA"
"2827","Selkirk, Manitoba",1,-96.8754295,50.1435276,"355 Main St, Lockport, MB R1A 3M3, Canada"
"2828","Seneca Falls, NY",1,-76.7966215,42.9106219,"54 Fall St, Seneca Falls, NY 13148, USA"
"2831","Shadow-banned in the United St",1,-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA"
"2832","Shallowater, TX",1,-101.9982275,33.6889728,"707 Avenue G, Shallowater, TX 79363, USA"
"2833","Shamokin, PA",1,-76.5588473,40.7889746,"100 N Market St, Shamokin, PA 17872, USA"
"2834","Shamong NJ ",1,-74.7351513,39.7775775,"14 Fawn Ct, Shamong, NJ 08088, USA"
"2835","Shark River Hills, NJ",2,-74.0487493,40.1940022,"314 Lakewood Rd, Neptune City, NJ 07753, USA"
"2836","Sharon, Pa.",1,-80.4934035,41.2331116,"1333 E State St, Sharon, PA 16146, USA"
"2837","Shawano, WI",1,-88.6089917,44.7822064,"103 E Green Bay St, Shawano, WI 54166, USA"
"2838","Shawnee, Kansas",1,-94.7151865,39.0228485,"11115 Johnson Dr, Shawnee, KS 66203, USA"
"2839","Shawnee, OK",3,-96.9253004,35.3272928,"107 W Main St, Shawnee, OK 74801, USA"
"2841","Shelby, NC",1,-81.5356463,35.2923513,"Cleveland County Administration Building, 311 E Marion St, Shelby, NC 28150, USA"
"2842","Shinnston, WV",1,-80.3000866,39.3956423,"1339 Koons Run Rd., Shinnston, WV 26431, United States"
"2843","shreveport la",1,-93.7501789,32.5251516,"104 Lafayette St, Shreveport, LA 71107, USA"
"2844","Shreveport, LA",5,-93.7501789,32.5251516,"104 Lafayette St, Shreveport, LA 71107, USA"
"2845","Sierra Vista, AZ",1,-110.2772856,31.5455001,"2031 E Tiffany Pl, Sierra Vista, AZ 85635, USA"
"2846","Signal Mountain, TN",1,-85.3438488,35.1225727,"819 Mississippi Ave, Signal Mountain, TN 37377, USA"
"2847","Silicon Valley",1,-122.0575434,37.387474,"498 E Evelyn Ave, Mountain View, CA 94043, USA"
"2848","Silsbee, TX",1,-94.1779624,30.3490976,"105 U.S. 96 Business, Silsbee, TX 77656, USA"
"2849","SIlver Spring, Maryland USA",1,-77.026088,38.9906657,"8121 US-29, Silver Spring, MD 20910, USA"
"2850","Silver Spring, MD",1,-77.026088,38.9906657,"8121 US-29, Silver Spring, MD 20910, USA"
"2851","Silverton, OR",1,-122.7831455,45.0051213,"100 S Water St, Silverton, OR 97381, USA"
"2852","Simsbury, CT",1,-72.827915,41.8540094,"27 Springbrook Ln, Simsbury, CT 06070, USA"
"2853","Sioux City, IA",3,-96.4049408,42.4963416,"600 Pierce St, Sioux City, IA 51101, USA"
"2854","Sioux Falls, SD",2,-96.728333,43.5473028,"101 S Main Ave, Sioux Falls, SD 57104, USA"
"2855","Skokie IL",1,-87.7416246,42.0324025,"8320 Kolmar Ave, Skokie, IL 60076, USA"
"2856","SLC",1,-111.8910474,40.7607793,"395 Main St, Salt Lake City, UT 84111, USA"
"2857","Sleepy Hollow, New York",1,-73.8584684,41.085652,"276 Broadway, Sleepy Hollow, NY 10591, USA"
"2858","Slidell, LA",2,-89.7811745,30.2751945,"708 US-190 BUS, Slidell, LA 70458, USA"
"2860","Small Town, USA",2,-78.0501099,36.0757249,"8928 Main St, Castalia, NC 27816, USA"
"2861","Smyrna, TN",2,-86.5186045,35.9828412,"101 Jefferson St, Smyrna, TN 37167, USA"
"2862","Snellville, GA <U+2728>",1,-84.0199108,33.857328,"2510 Main St E, Snellville, GA 30078, USA"
"2863","Snow Hill, North Carolina ",1,-77.6810859,35.4515504,"417 W Harper St, Snow Hill, NC 28580, USA"
"2864","so-called philadelphia",1,-75.1809661,39.9655697,"2600 Benjamin Franklin Pkwy, Philadelphia, PA 19130, USA"
"2865","SoCal, USA",1,-116.419389,34.9592083,"San Bernardino County, CA, USA"
"2866","Soledad, CA",1,-121.3263187,36.424687,"900 Front St, Soledad, CA 93960, USA"
"2867","Somerville, MA",2,-71.0994968,42.3875968,"109 Highland Ave, Somerville, MA 02143, USA"
"2869","somewhere in java island",1,110.7122465,-7.6145292,"Unnamed Road, Boto, Wonosari, Kabupaten Klaten, Jawa Tengah 57473, Indonesia"
"2870","Somewhere in Kentucky",1,-85.9404185,37.8427946,"332 N Dixie Blvd, Radcliff, KY 40160, USA"
"2871","somewhere in north america",1,-105.2551187,54.5259614,"Weyakwin, SK S0J 1W0, Canada"
"2872","Somewhere in Texas",1,-96.5149979,32.7138476,"Heath, TX 75126, USA"
"2873","somewhere in texas ",1,-96.5149979,32.7138476,"Heath, TX 75126, USA"
"2874","Somewhere in the USA",1,-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA"
"2875","Somewhere in The USA",1,-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA"
"2877","Somewhere, Tx",1,-96.2562482,29.9367578,"1034 S Tesch St, Bellville, TX 77418, USA"
"2878","Sonoma, CA",1,-122.4580356,38.291859,"501 Broadway, Sonoma, CA 95476, USA"
"2879","South Bend, IN",2,-86.2519898,41.6763545,"Southbend airport, South Bend, IN 46601, USA"
"2880","South Bend, Indiana",2,-86.2519898,41.6763545,"Southbend airport, South Bend, IN 46601, USA"
"2881","South Berwick, ME",1,-70.8095018,43.2345292,"279 Main St, South Berwick, ME 03908, USA"
"2882","South Brunswick, NJ",1,-74.5316938,40.3806901,"518 Ridge Rd, Dayton, NJ 08810, USA"
"2883","south carolina",1,-81.1637245,33.836081,"4134 Fish Hatchery Rd, Gaston, SC 29053, USA"
"2884","South Carolina",7,-81.1637245,33.836081,"4134 Fish Hatchery Rd, Gaston, SC 29053, USA"
"2885","South Carolina, USA",20,-81.1637245,33.836081,"4134 Fish Hatchery Rd, Gaston, SC 29053, USA"
"2886","South Central Minnesota",1,-94.045915,44.1746672,"1920 Lee Blvd, North Mankato, MN 56003, USA"
"2887","South Dakota",3,-99.9018131,43.9695148,"Kennebec, SD 57544, USA"
"2888","South Dakota, USA",4,-99.9018131,43.9695148,"Kennebec, SD 57544, USA"
"2889","South Florida",5,-80.6326916,26.3013917,"Broward County, FL, USA"
"2890","South Hill, WA",1,-122.2930075,47.1256761,"Meridian / 144th, South Hill, WA, USA"
"2891","South Jersey",1,-74.4056612,40.0583238,"Jackson, NJ 08527, USA"
"2892","South Lake Tahoe, CA",1,-119.9771868,38.939926,"3053 Lake Tahoe Blvd, South Lake Tahoe, CA 96150, USA"
"2893","south louisiana",1,-91.9623327,30.9842977,"1025 LA-1181, Plaucheville, LA 71362, USA"
"2894","South Orange, NJ",1,-74.2609903,40.7489277,"70 N Ridgewood Rd, South Orange, NJ 07079, USA"
"2895","South Philly",1,-75.1694502,39.9256138,"Broad St & McKean St, Philadelphia, PA, USA"
"2896","South Portland, ME",1,-70.2408811,43.6414716,"202 Pine St, South Portland, ME 04106, USA"
"2897","South Riding, VA",1,-77.4985673,38.9120704,"25508 Falling Cedars Ct, Chantilly, VA 20152, USA"
"2898","South Shore of Massachusetts",1,-70.898203,42.166106,"1050 Hingham St, Rockland, MA 02370, USA"
"2899","south side",1,-87.6087638,41.8054641,"4908 S Langley Ave, Chicago, IL 60615, USA"
"2900","South Texas",4,-99.9018131,31.9685988,"Froste Ln, Winters, TX 79567, USA"
"2901","South Wales",2,-3.3821421,51.6858341,"Cynon Infants School, Mountain Ash CF45 3RA, UK"
"2902","South. ",1,-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA"
"2903","Southeast Texas",1,-93.9892172,29.9354399,"2555 Jimmy Johnson Blvd, Port Arthur, TX 77640, USA"
"2904","Southern CA",2,-116.419389,34.9592083,"San Bernardino County, CA, USA"
"2905","southern california",1,-116.419389,34.9592083,"San Bernardino County, CA, USA"
"2906","Southern California",7,-116.419389,34.9592083,"San Bernardino County, CA, USA"
"2907","Southern California ",1,-116.419389,34.9592083,"San Bernardino County, CA, USA"
"2908","Southern Idaho",1,-114.4745021,42.5812797,"315 Falls Ave, Twin Falls, ID 83301, USA"
"2909","southern Illinois",1,-89.2225941,37.7100209,"1263 Lincoln Dr, Carbondale, IL 62901, USA"
"2910","Southern Illinois",1,-89.2225941,37.7100209,"1263 Lincoln Dr, Carbondale, IL 62901, USA"
"2911","Southern Illinois ",1,-89.2225941,37.7100209,"1263 Lincoln Dr, Carbondale, IL 62901, USA"
"2912","southern indiana",1,-87.6746938,37.9582437,"1600 Rankin Ln, Evansville, IN 47712, USA"
"2913","Southern Indiana",2,-87.6746938,37.9582437,"1600 Rankin Ln, Evansville, IN 47712, USA"
"2914","Southern Maryland",1,-76.7040666,38.4153613,"27244 Yorkshire Ln, Mechanicsville, MD 20659, USA"
"2915","Southern VA",1,-79.3460448,37.7416012,"1 University Hill Dr, Buena Vista, VA 24416, USA"
"2916","Southfield, MI",1,-83.2218731,42.4733688,"18100-18130 W 10 Mile Rd, Southfield, MI 48075, USA"
"2917","Southlake, TX",1,-97.1341783,32.9412363,"1110 E Southlake Blvd, Southlake, TX 76092, USA"
"2918","Southside",2,-95.693919,37.2144857,"1025 Coffeyville Ave, Independence, KS 67301, USA"
"2919","Southwest",3,-95.8897448,36.1908813,"7777 E Apache St, Tulsa, OK 74115, USA"
"2920","Southwest Georgia",1,-82.9000751,32.1656221,"1003 GA-31, Helena, GA 31037, USA"
"2921","Southwest Missouri",2,-94.6114667,36.5231977,"712 MO-43, Southwest City, MO 64863, USA"
"2922","Southwest Texas<U+0001F33E><U+0001F335>",1,-97.7340567,30.2849185,"2139 San Jacinto Blvd, Austin, TX 78712, USA"
"2923","Southwick, MA",1,-72.7703724,42.0548167,"479 College Hwy, Southwick, MA 01077, USA"
"2925","spa",2,-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA"
"2926","Spaced Out",1,-73.9595421,40.7205165,"128 Wythe Ave, Brooklyn, NY 11249, USA"
"2927","spain",1,-3.74922,40.463667,"Empresa Sociedad Cooperativa Industrial de Transportes El Prat, C/Principat D'Andorra 63-65 Viladecans, 28023 Madrid, Spain"
"2928","Sparks, NV",1,-119.7526886,39.5349112,"250 Pyramid Way, Sparks, NV 89431, USA"
"2929","Spartanburg, SC",3,-81.9320482,34.9495672,"115 W Main St, Spartanburg, SC 29306, USA"
"2930","Spirit Lake, IA",1,-95.1022313,43.4226192,"1723 Hill Ave, Spirit Lake, IA 51360, USA"
"2931","Spokane County, Washington",1,-117.4225481,47.658693,"719 W Main Ave, Spokane, WA 99201, USA"
"2932","Spokane, WA",4,-117.4260465,47.6587802,"920 W Riverside Ave, Spokane, WA 99201, USA"
"2933","Spokane, Washington",3,-117.4260465,47.6587802,"920 W Riverside Ave, Spokane, WA 99201, USA"
"2934","Spring City, PA",1,-75.5476876,40.1767688,"15 S Church St, Spring City, PA 19475, USA"
"2935","Spring Hill,FL",1,-82.5369872,28.4831682,"3343 Bluffview Dr, Spring Hill, FL 34609, USA"
"2936","Spring, TX",1,-95.4171601,30.0799405,"26518 E Hardy Rd, Spring, TX 77373, USA"
"2937","Springfield, IL",5,-89.6501481,39.7817213,"1733 S 5th St, Springfield, IL 62703, USA"
"2938","Springfield, MA",2,-72.589811,42.1014831,"36 Court St, Springfield, MA 01103, USA"
"2939","Springfield, Missouri",1,-93.2922989,37.2089572,"118122 Park Central Square, Springfield, MO 65806, USA"
"2940","Springfield, Missouri, USA",1,-93.2922989,37.2089572,"118122 Park Central Square, Springfield, MO 65806, USA"
"2941","Springfield, Mo",1,-93.2922989,37.2089572,"118122 Park Central Square, Springfield, MO 65806, USA"
"2942","Springfield, MO",7,-93.2922989,37.2089572,"118122 Park Central Square, Springfield, MO 65806, USA"
"2943","Springfield, nj",1,-74.3222146,40.7016937,"75 Kew Dr, Springfield Township, NJ 07081, USA"
"2944","Springfield, OH",2,-83.8088171,39.9242266,"1 E Main St, Springfield, OH 45502, USA"
"2945","Springfield, OR",1,-123.0220289,44.0462362,"141 Pioneer Pkwy E, Springfield, OR 97477, USA"
"2946","Springfield, Tennessee",1,-86.8849984,36.5092118,"500 S Main St, Springfield, TN 37172, USA"
"2947","springfield,ma",1,-72.589811,42.1014831,"36 Court St, Springfield, MA 01103, USA"
"2948","Springhill, LA",1,-93.4668396,33.0059692,"701 N Arkansas St, Springhill, LA 71075, USA"
"2949","St Albert, AB",1,-113.625642,53.6304753,"30 Sir Winston Churchill Ave, St. Albert, AB T8N 3A3, Canada"
"2950","St Clair, MO",1,-90.9834027,38.3475584,"270 E North St, St Clair, MO 63077, USA"
"2951","St Clairsville, OH",1,-80.90176,40.0803199,"117 US-40, St Clairsville, OH 43950, USA"
"2952","St Louis",1,-90.1994042,38.6270025,"City Hall, 1200 Market St, St. Louis, MO 63103, USA"
"2953","St Louis, MO",23,-90.1994042,38.6270025,"City Hall, 1200 Market St, St. Louis, MO 63103, USA"
"2954","St Paul, MN",4,-93.0899578,44.9537029,"594 Wacouta St, St Paul, MN 55101, USA"
"2955","St Peters, MO",1,-90.6298922,38.7874699,"48 Plaza Ninety-Four Dr, St Peters, MO 63376, United States"
"2956","St Petersburg, FL",8,-82.6402915,27.7676008,"341 5th St S, St. Petersburg, FL 33701, USA"
"2957","St. Albert, Alberta",1,-113.625642,53.6304753,"30 Sir Winston Churchill Ave, St. Albert, AB T8N 3A3, Canada"
"2958","St. Amant, Louisiana",1,-90.868986,30.2246409,"41501-42349, LA-429, St Amant, LA 70774, United States"
"2959","St. Catharines, Ontario",1,-79.2468626,43.1593745,"50 Church St, St. Catharines, ON L2R 7C2, Canada"
"2960","St. Charles, IL",1,-88.3086867,41.9141945,"64 S 5th Ave, St. Charles, IL 60174, USA"
"2961","St. Charles, MO",1,-90.4974359,38.7881062,"1714 Watson St, St Charles, MO 63301, USA"
"2962","St. Clairsville, OH",1,-80.90176,40.0803199,"117 US-40, St Clairsville, OH 43950, USA"
"2963","St. Francisville, Louisiana ",1,-91.3768479,30.7880721,"12320 Jackson Rd, St Francisville, LA 70775, USA"
"2964","St. James' Park",1,-73.897798,40.8650996,"St. James Park, 2550 Jerome Ave, Bronx, NY 10468, USA"
"2965","St. Louis",1,-90.1994042,38.6270025,"City Hall, 1200 Market St, St. Louis, MO 63103, USA"
"2966","St. Louis / Quincy",1,-90.2729854,38.5628653,"4023 Quincy St, St. Louis, MO 63116, USA"
"2967","St. Louis Mo",4,-90.1994042,38.6270025,"City Hall, 1200 Market St, St. Louis, MO 63103, USA"
"2968","St. Louis, Missouri",3,-90.1994042,38.6270025,"City Hall, 1200 Market St, St. Louis, MO 63103, USA"
"2969","st. louis, MO",1,-90.1994042,38.6270025,"City Hall, 1200 Market St, St. Louis, MO 63103, USA"
"2970","St. Louis, MO",7,-90.1994042,38.6270025,"City Hall, 1200 Market St, St. Louis, MO 63103, USA"
"2971","St. Louis, MO (Shaw)",1,-90.2502697,38.613383,"4053 Flora Pl, St. Louis, MO 63110, USA"
"2972","St. Louis, Mo.",1,-90.1994042,38.6270025,"City Hall, 1200 Market St, St. Louis, MO 63103, USA"
"2974","Stamford, CT",1,-73.5387341,41.0534302,"130 Atlantic St, Stamford, CT 06901, USA"
"2975","Stanford, CA",1,-122.1660756,37.424106,"Stern Hall, 618 Escondido Rd, Stanford, CA 94305, USA"
"2976","Stanford, Kentucky",1,-84.6618876,37.5311901,"402 Cs-1091, Stanford, KY 40484, USA"
"2977","Stanley, WI",1,-90.9370846,44.9599657,"111 E 1st Ave, Stanley, WI 54768, USA"
"2978","StarkVegas, MS",1,-88.814412,33.4641917,"217 E Main St, Starkville, MS 39759, USA"
"2979","Starkville, MS",6,-88.8183872,33.4503998,"610 Yellow Jacket Dr, Starkville, MS 39759, USA"
"2980","Starkville/Mississippi State",1,-88.7943766,33.4551742,"Leo Seal M-Club Center, Starkville, MS 39759, USA"
"2981","starship enterprise",3,-84.370585,33.552194,"7411 Tara Blvd, Jonesboro, GA 30236, USA"
"2982","State College, PA",2,-77.8600012,40.7933949,"211 S Allen St, State College, PA 16801, USA"
"2983","State Of Jefferson",1,-122.956943,42.3150024,"910 Beverly Way, Jacksonville, OR 97530, USA"
"2984","Staten Island NY",1,-74.1502007,40.5795317,"579 Richmond Hill Rd, Staten Island, NY 10306, USA"
"2985","Staten Island, NY",6,-74.1502007,40.5795317,"579 Richmond Hill Rd, Staten Island, NY 10306, USA"
"2986","Statesboro, GA",1,-81.7831674,32.4487876,"2 E Main St, Statesboro, GA 30458, USA"
"2987","Statesville, NC, USA",1,-80.8872959,35.7826363,"20 E Front St, Statesville, NC 28677, USA"
"2988","Staunton, VA",1,-79.0716958,38.149576,"29 E Beverley St, Staunton, VA 24401, USA"
"2989","Stephenville, TX",5,-98.2022633,32.2206958,"105 W Washington St, Stephenville, TX 76401, USA"
"2990","Sterling, IL",1,-89.6962194,41.788642,"320 Locust St, Sterling, IL 61081, USA"
"2991","Sterling, Illinois",1,-89.6962194,41.788642,"320 Locust St, Sterling, IL 61081, USA"
"2992","Sterling, VA",1,-77.4291298,39.0066993,"1019 Sterling Station Way, Sterling, VA 20164, USA"
"2993","Steubenville, OH",1,-80.6339638,40.3697905,"1835 Sunset Blvd, Steubenville, OH 43952, USA"
"2994","Stillwater, OK",7,-97.0583681,36.1156071,"101-151 E 6th Ave, Stillwater, OK 74074, USA"
"2995","Stillwater, OK - Dallas , TX",1,-97.0861443,36.1632108,"Stillwater Regional Airport (SWO), 2020 W Airport Rd, Stillwater, OK 74075, USA"
"2996","Stillwater, Oklahoma",1,-97.0583681,36.1156071,"101-151 E 6th Ave, Stillwater, OK 74074, USA"
"2997","stl",1,-90.1994042,38.6270025,"City Hall, 1200 Market St, St. Louis, MO 63103, USA"
"2998","STL",3,-90.1994042,38.6270025,"City Hall, 1200 Market St, St. Louis, MO 63103, USA"
"2999","STL, Missouri",1,-90.1994042,38.6270025,"City Hall, 1200 Market St, St. Louis, MO 63103, USA"
"3000","Stockton, CA",4,-121.2907796,37.9577016,"510 N El Dorado St, Stockton, CA 95202, USA"
"3001","Stockton, California, USA",2,-121.2907796,37.9577016,"510 N El Dorado St, Stockton, CA 95202, USA"
"3002","Stone Mountain, GA",1,-84.170196,33.8081608,"5348 E Mountain St, Stone Mountain, GA 30083, USA"
"3003","Stoneham, MA",1,-71.0999719,42.4802469,"11 Oakland Ave, Stoneham, MA 02180, USA"
"3004","Stony Brook, NY",1,-73.1409429,40.9256538,"200 Christian Ave, Stony Brook, NY 11790, USA"
"3005","Storrs, CT",1,-72.2495231,41.8084314,"Family Studies Bldg, Storrs, CT 06269, USA"
"3006","strawberry fields ",1,-73.9752147,40.7757506,"John Lennon Memorial, Imagine, Terrace Dr, New York, NY 10023, USA"
"3007","streetsboro ohio",1,-81.3459405,41.2392227,"Serving All of Portage County, OH, Streetsboro, OH 44241, United States"
"3008","Stroudsburg, PA",1,-75.1946248,40.9867609,"610 Monroe St, Stroudsburg, PA 18360, USA"
"3009","Stroudsburg, PA, USA",1,-75.1946248,40.9867609,"610 Monroe St, Stroudsburg, PA 18360, USA"
"3010","Stuck in OH dreaming of <U+0001F499><U+0001F49B>",1,151.644233,-32.9738,"450 The Esplanade, Warners Bay NSW 2282, Australia"
"3011","Suburban St. Louis",1,-90.2270824,38.586823,"3739 S Jefferson Ave, St. Louis, MO 63118, USA"
"3012","Sudbury",1,-80.993029,46.4917317,"96 Larch St, Sudbury, ON P3E, Canada"
"3013","Suffolk",1,-76.5835621,36.7282054,"111 W Washington St, Suffolk, VA 23434, USA"
"3014","Suffolk, VA",3,-76.5835621,36.7282054,"111 W Washington St, Suffolk, VA 23434, USA"
"3015","Sugar Land, TX",4,-95.6349463,29.6196787,"8100 US-90 ALT, Sugar Land, TX 77478, USA"
"3016","Sullivan",1,-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA"
"3017","summerville sc",1,-80.1756481,33.0185039,"201 S Main St, Summerville, SC 29483, USA"
"3018","Summerville, SC",4,-80.1756481,33.0185039,"201 S Main St, Summerville, SC 29483, USA"
"3019","Summerville, SC <U+0001F334>",1,-80.1756481,33.0185039,"201 S Main St, Summerville, SC 29483, USA"
"3020","Summit",1,-97.0694982,32.6752305,"2200 I-20, Arlington, TX 76018, USA"
"3021","Summit, NJ",1,-74.3646122,40.7146376,"26 Locust Dr, Summit, NJ 07901, USA"
"3022","Summit, NJ USA",1,-74.3646122,40.7146376,"26 Locust Dr, Summit, NJ 07901, USA"
"3023","Sumter, SC",1,-80.3414693,33.9204354,"5 E Liberty St, Sumter, SC 29150, USA"
"3024","Sun City West,AZ",1,-112.3412726,33.6619819,"13243 W Keystone Dr, Sun City West, AZ 85375, USA"
"3025","Sun City, AZ",1,-112.2718239,33.5975393,"799 Phoenix-Wickenburg Hwy, Sun City, AZ 85351, USA"
"3026","Sunny Colorado",1,-104.783748,38.8446032,"2450 E Cache La Poudre St, Colorado Springs, CO 80909, USA"
"3027","sunny, ca",1,-122.0363496,37.36883,"390 W El Camino Real, Sunnyvale, CA 94087, USA"
"3028","Sunnyside, WA",1,-120.0086538,46.3237423,"467 S 9th St, Sunnyside, WA 98944, USA"
"3029","Sunnyvale, CA",2,-122.0363496,37.36883,"390 W El Camino Real, Sunnyvale, CA 94087, USA"
"3030","Sunshine State",2,-81.5157535,27.6648274,"Avon Park, FL 33825, USA"
"3031","Suomi",3,25.7481511,61.92411,"Lehmustie 104, 41880 Jyväskylä, Finland"
"3032","Superior, WI",1,-92.1040796,46.7207737,"1425 Tower Ave, Superior, WI 54880, USA"
"3033","Surprise, AZ",1,-112.3679279,33.6292337,"16000 N Civic Center Plaza, Surprise, AZ 85374, USA"
"3034","Surprise,Arizona",1,-112.3679279,33.6292337,"16000 N Civic Center Plaza, Surprise, AZ 85374, USA"
"3035","Suwanee, GA",1,-84.0712997,34.0514898,"561 US-23, Suwanee, GA 30024, USA"
"3036","SW Florida, USA",1,-81.7553083,26.5337051,"Southwest Florida International Airport (RSW), 11000 Terminal Access Rd, Fort Myers, FL 33913, USA"
"3037","SW United States",4,-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA"
"3038","Swanton,VT",1,-73.1242977,44.9180982,"4 VT-78, Swanton, VT 05488, USA"
"3039","sweden",1,18.643501,60.128161,"Folketshusvägen 76049, 760 49 Herräng, Sweden"
"3040","Sweden",7,18.643501,60.128161,"Folketshusvägen 76049, 760 49 Herräng, Sweden"
"3041","Sweet Home Chicago",1,-87.6073778,41.8913414,"Navy Pier, 600 E Grand Ave, Chicago, IL 60611, USA"
"3042","Switzerland",2,8.227512,46.818188,"Zurich, 6072 Sachseln, Switzerland"
"3043","sydney/los angeles",2,-118.4473802,34.0490993,"1520 Cotner Ave, Los Angeles, CA 90025, USA"
"3044","Sylva, NC",1,-83.2259803,35.3737111,"733 W Main St, Sylva, NC 28779, USA"
"3045","Syracuse University",1,-76.1351158,43.0391534,"271 University Pl, Syracuse, NY 13210, USA"
"3046","Syracuse, NY",5,-76.1474244,43.0481221,"349-399 US-11, Syracuse, NY 13202, USA"
"3047","Tacoma, WA",3,-122.4442906,47.2528768,"591 S 11th St, Tacoma, WA 98405, USA"
"3048","Tacoma, Washington",1,-122.4442906,47.2528768,"591 S 11th St, Tacoma, WA 98405, USA"
"3049","Tahlequah, OK",1,-94.969956,35.91537,"100 E Downing St, Tahlequah, OK 74464, USA"
"3050","Talladega Alabama",2,-86.1058048,33.4359416,"111 N Spring St, Talladega, AL 35160, USA"
"3051","Talladega, AL",2,-86.1058048,33.4359416,"111 N Spring St, Talladega, AL 35160, USA"
"3052","Tallahassee",2,-84.2807329,30.4382559,"198-100, FL-20, Tallahassee, FL 32301, United States"
